system:index,0_NBR_delta_lag4,0_NBR_lag4,0_NDMI_delta_lag4,0_NDMI_lag4,0_NDVI_delta_lag4,0_NDVI_lag4,0_SR_B4_delta_lag4,0_SR_B4_lag4,0_SR_B5_delta_lag4,0_SR_B5_lag4,0_SR_B6_delta_lag4,0_SR_B6_lag4,0_SR_B7_delta_lag4,0_SR_B7_lag4,1_NBR_delta_lag3,1_NBR_lag3,1_NDMI_delta_lag3,1_NDMI_lag3,1_NDVI_delta_lag3,1_NDVI_lag3,1_SR_B4_delta_lag3,1_SR_B4_lag3,1_SR_B5_delta_lag3,1_SR_B5_lag3,1_SR_B6_delta_lag3,1_SR_B6_lag3,1_SR_B7_delta_lag3,1_SR_B7_lag3,2_NBR_delta_lag2,2_NBR_lag2,2_NDMI_delta_lag2,2_NDMI_lag2,2_NDVI_delta_lag2,2_NDVI_lag2,2_SR_B4_delta_lag2,2_SR_B4_lag2,2_SR_B5_delta_lag2,2_SR_B5_lag2,2_SR_B6_delta_lag2,2_SR_B6_lag2,2_SR_B7_delta_lag2,2_SR_B7_lag2,3_NBR_delta_lag1,3_NBR_lag1,3_NDMI_delta_lag1,3_NDMI_lag1,3_NDVI_delta_lag1,3_NDVI_lag1,3_SR_B4_delta_lag1,3_SR_B4_lag1,3_SR_B5_delta_lag1,3_SR_B5_lag1,3_SR_B6_delta_lag1,3_SR_B6_lag1,3_SR_B7_delta_lag1,3_SR_B7_lag1,class,latitude,longitude,.geo
1_1010_0,0.00999938,0.32844606,-0.0021674717,0.18613441,0.00611738,0.3882175,58.0,8505.0,405.0,19299.0,336.0,13242.0,-11.0,9756.0,0.033728264,0.35217494,0.03185887,0.22016075,0.037581325,0.41968146,-194.0,8253.0,1296.0,20190.0,-2.0,12904.0,-94.0,9673.0,-9.840793E-4,0.3174626,0.00443835,0.19274023,-0.0037997044,0.37830043,-147.0,8300.0,-493.0,18401.0,-452.0,12454.0,-234.0,9533.0,0.0,0.31844667,0.0,0.18830189,0.0,0.38210014,0.0,8447.0,0.0,18894.0,0.0,12906.0,0.0,9767.0,1,-13.519330615649357,-61.64243971204578,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1011_0,0.054053538,0.329213,0.037515327,0.2000132,-0.039004494,0.31736135,-331.0,9417.0,-2369.5,18173.0,-2684.5,12115.0,-2506.0,9171.0,0.05296314,0.3281226,0.05088379,0.21338166,0.0044809263,0.3608468,-630.0,9118.0,-1129.0,19413.5,-2214.0,12585.5,-1856.0,9821.0,0.05245893,0.3276184,0.024335818,0.1868337,0.03281725,0.3891831,-521.0,9227.0,442.5,20985.0,-421.5,14378.0,-1049.0,10628.0,0.0,0.27515945,0.0,0.16249788,0.0,0.35636586,0.0,9748.0,0.0,20542.5,0.0,14799.5,0.0,11677.0,1,-12.610055885063579,-70.3069601219638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1012_0,-0.02524056,0.3385634,-0.02108599,0.20993437,-0.02495998,0.38788944,97.5,8089.5,-889.0,18342.0,-36.0,11977.0,92.5,9063.5,-0.032878205,0.3309258,-0.030803245,0.20021711,-0.033404637,0.37944478,-34.0,7958.0,-1541.0,17690.0,-225.0,11788.0,-78.0,8893.0,-0.0152420085,0.34856197,-0.0089036105,0.22211674,-0.015762327,0.3970871,-75.0,7917.0,-885.5,18345.5,-336.0,11677.0,-109.0,8862.0,0.0,0.36380398,0.0,0.23102036,0.0,0.41284943,0.0,7992.0,0.0,19231.0,0.0,12013.0,0.0,8971.0,1,-11.316481875931467,-54.92097526167828,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1013_0,-0.0074680927,0.33799028,-0.015077627,0.18891406,-0.00101431,0.40106794,33.0,8188.0,31.0,19154.0,424.0,13067.0,174.0,9477.0,-0.0026545275,0.34280387,0.011789894,0.21578158,3.1702232E-4,0.40239927,52.0,8207.0,136.5,19259.5,-220.0,12423.0,123.0,9426.0,0.018014202,0.36347258,0.0019852808,0.20597696,0.022501322,0.42458358,-54.0,8101.0,933.0,20056.0,562.0,13205.0,60.0,9363.0,0.0,0.3454584,0.0,0.2039917,0.0,0.40208226,0.0,8155.0,0.0,19123.0,0.0,12643.0,0.0,9303.0,1,-12.969831156353447,-70.09917979674695,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1014_0,-0.0025322712,0.25719607,0.0042053037,0.13768166,-0.009377685,0.30603692,224.0,8610.0,90.5,16204.0,-36.5,12282.0,105.0,9574.0,0.016263664,0.275992,0.010270338,0.1437467,0.00891633,0.32433093,-92.5,8293.5,142.0,16255.5,-149.0,12169.5,-245.5,9223.5,-0.0041009095,0.25562742,-5.0726545E-4,0.1329691,-0.0049381754,0.31047642,15.5,8401.5,-146.0,15967.5,-99.0,12219.5,-3.0,9466.0,0.0,0.25972834,0.0,0.13347636,0.0,0.3154146,0.0,8386.0,0.0,16113.5,0.0,12318.5,0.0,9469.0,1,-12.217402274374935,-53.26708699208583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1015_0,0.0073435805,0.38557526,0.0045485906,0.23994677,0.006766253,0.44592133,47.5,8212.0,479.5,21430.0,169.5,13136.0,51.5,9503.0,-0.006859926,0.37137178,-0.0064288517,0.22896932,-0.0036169386,0.43553814,-27.5,8137.0,-256.5,20694.0,16.5,12983.0,34.5,9486.0,-0.010291399,0.3679403,-0.0061456985,0.22925247,-0.010973602,0.42818147,110.0,8274.5,-284.0,20666.5,-8.5,12958.0,97.5,9549.0,0.0,0.3782317,0.0,0.23539817,0.0,0.43915507,0.0,8164.5,0.0,20950.5,0.0,12966.5,0.0,9451.5,1,-14.678426826748776,-64.33361264021104,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1016_0,0.006329013,0.27171475,0.0013124052,0.12953268,0.0041282275,0.3455255,113.5,8553.0,395.0,17584.0,269.0,13551.0,91.0,10070.0,0.072420426,0.33780617,0.06133514,0.18955542,0.06454823,0.4059455,-56.5,8383.0,2651.0,19840.0,235.0,13517.0,-158.5,9820.5,0.041099183,0.30648494,0.029391225,0.1576115,0.03687388,0.37827116,-94.5,8345.0,1310.5,18499.5,180.0,13462.0,-159.0,9820.0,0.0,0.26538575,0.0,0.12822028,0.0,0.3413973,0.0,8439.5,0.0,17189.0,0.0,13282.0,0.0,9979.0,1,-11.5016246559885,-60.492236822259144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1017_0,0.018239541,0.3398542,0.028894793,0.21532531,0.018477093,0.39154586,-140.0,7996.0,468.0,18287.0,-412.0,11807.0,-136.5,9010.0,0.019127175,0.34074184,0.030089796,0.21652031,0.009701625,0.3827704,-4.0,8132.0,399.0,18218.0,-486.0,11733.0,-188.5,8958.0,0.011766618,0.33338127,0.016306806,0.20273733,0.012523814,0.38559258,86.0,8222.0,723.0,18542.0,72.0,12291.0,123.5,9270.0,0.0,0.32161465,0.0,0.18643053,0.0,0.37306878,0.0,8136.0,0.0,17819.0,0.0,12219.0,0.0,9146.5,1,-10.498565809740642,-59.421534835117086,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1018_0,0.0034612832,0.3276744,-0.010607162,0.1902439,0.0026803631,0.38883618,-70.0,8053.0,-43.0,18300.0,243.0,12450.0,-94.0,9267.0,0.007034391,0.3312475,-2.0518445E-4,0.20064588,0.010517895,0.3966737,148.0,8271.0,804.0,19147.0,540.5,12747.5,257.5,9618.5,-0.008552063,0.31566104,-0.017451776,0.18339929,-0.017516155,0.36863968,85.0,8208.0,-550.0,17793.0,71.0,12278.0,-106.0,9255.0,0.0,0.32421312,0.0,0.20085107,0.0,0.3861558,0.0,8123.0,0.0,18343.0,0.0,12207.0,0.0,9361.0,1,-6.383383493189115,-55.55779096659061,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1019_0,0.0018856731,0.34211203,-0.005425096,0.20349966,-0.0064825783,0.38766688,32.0,8073.0,-208.5,18295.0,0.0,12108.0,-141.0,8968.0,0.0065636425,0.34679,0.0050818864,0.21400663,0.0049349363,0.3990844,-67.0,7974.0,62.0,18565.5,-88.0,12020.0,-104.5,9004.5,-0.008502613,0.33172372,-0.012231731,0.19669302,-0.0097563835,0.38439307,53.0,8094.0,-301.5,18202.0,110.5,12218.5,25.0,9134.0,0.0,0.34022635,0.0,0.20892476,0.0,0.39414945,0.0,8041.0,0.0,18503.5,0.0,12108.0,0.0,9109.0,1,-8.085241798953549,-61.81653321410814,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1020_0,-0.028140707,0.19152093,-0.0219645,0.049346607,-0.008988073,0.29188693,-385.0,9243.0,-1052.0,16863.0,-253.0,15277.0,-20.0,11442.0,0.031364363,0.251026,0.034544036,0.105855145,0.02381758,0.32469258,-731.5,8896.5,-463.5,17451.5,-1419.5,14110.5,-1014.0,10448.0,0.048377316,0.26803896,0.050153118,0.12146422,0.032949846,0.33382484,-1044.0,8584.0,-728.0,17187.0,-2066.0,13464.0,-1541.0,9921.0,0.0,0.21966164,0.0,0.07131111,0.0,0.300875,0.0,9628.0,0.0,17915.0,0.0,15530.0,0.0,11462.0,1,-10.226645773237664,-64.72249332670638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1021_0,-1.8644182E-4,0.33818236,0.010733304,0.20934865,-0.0023472095,0.38926813,-243.0,8007.0,-657.0,18214.0,-709.0,11908.0,-321.0,9008.0,0.004127182,0.34249598,0.0077875145,0.20640285,0.0019906838,0.39360604,-174.5,8075.5,-312.0,18559.0,-408.5,12208.5,-239.5,9089.5,-0.0054491768,0.33291963,0.003254244,0.20186959,-0.010653968,0.3809614,-66.0,8184.0,-614.0,18257.0,-493.0,12124.0,-192.0,9137.0,0.0,0.3383688,0.0,0.19861534,0.0,0.39161536,0.0,8250.0,0.0,18871.0,0.0,12617.0,0.0,9329.0,1,-8.678668875642904,-62.572196031109485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1022_0,0.02696959,0.36679244,0.011059623,0.22356752,0.035899512,0.43495405,-231.0,7809.5,1113.5,19832.5,427.5,12585.0,-35.5,9188.0,0.029642086,0.36946493,0.02289624,0.23540413,0.026875049,0.42592958,-62.5,7978.0,1097.5,19816.5,107.0,12264.5,-99.5,9124.0,0.02834735,0.3681702,0.024038492,0.23654638,0.031673573,0.4307281,-159.5,7881.0,1088.0,19807.0,71.5,12229.0,-76.5,9147.0,0.0,0.33982286,0.0,0.21250789,0.0,0.39905453,0.0,8040.5,0.0,18719.0,0.0,12157.5,0.0,9223.5,1,-6.311967428101612,-53.191898002805026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1023_0,0.013625797,0.35743678,0.018234767,0.224881,0.014556681,0.42085114,-274.0,7866.0,17.0,19298.0,-465.0,12212.0,-280.0,9135.0,0.007506768,0.35131776,0.015879484,0.2225257,-1.8881701E-4,0.40610564,-105.5,8034.5,-258.5,19022.5,-579.5,12097.5,-283.5,9131.5,0.022864338,0.36667532,0.03098468,0.2376309,0.009167956,0.4154624,10.5,8150.5,455.5,19736.5,-519.5,12157.5,-269.0,9146.0,0.0,0.34381098,0.0,0.20664622,0.0,0.40629444,0.0,8140.0,0.0,19281.0,0.0,12677.0,0.0,9415.0,1,-6.440785839844351,-53.26358356247776,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1024_0,0.0069611496,0.30408427,-0.012845162,0.17106695,0.014215932,0.36090463,-22.0,8082.0,505.0,17210.0,667.0,12182.0,132.0,9184.0,-0.004393345,0.29272977,-0.008682304,0.17522982,-0.0020494843,0.3446392,-66.0,8038.0,-213.0,16492.0,59.0,11574.0,-29.0,9023.0,0.017922288,0.3150454,0.009302092,0.19321421,0.011924344,0.35861304,-2.0,8102.0,457.0,17162.0,89.0,11604.0,-113.0,8939.0,0.0,0.2971231,0.0,0.18391211,0.0,0.3466887,0.0,8104.0,0.0,16705.0,0.0,11515.0,0.0,9052.0,1,-7.956962376381281,-54.702954142222474,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1025_0,-0.0099311005,0.36793008,-0.009657596,0.2277096,-0.0071834116,0.42386428,45.0,8218.0,-247.0,20310.0,106.0,12776.0,102.5,9384.5,-0.012851727,0.36500946,-0.010000962,0.22736624,-0.007765174,0.4232825,-135.0,8038.0,-720.0,19837.0,-182.5,12487.5,-54.0,9228.0,-0.012547787,0.3653134,-0.006638203,0.230729,-0.007149344,0.42389834,-80.5,8092.5,-555.5,20001.5,-168.0,12502.0,16.0,9298.0,0.0,0.3778612,0.0,0.2373672,0.0,0.43104768,0.0,8173.0,0.0,20557.0,0.0,12670.0,0.0,9282.0,1,-6.563944865297138,-51.73770522087234,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1026_0,0.00836252,0.39010474,0.010719098,0.23637438,0.01239151,0.46288002,-67.0,8454.0,533.0,23025.0,11.0,14221.0,38.0,10102.0,-0.080585614,0.3011566,-0.07047849,0.15517679,-0.06981135,0.38067716,158.5,8679.5,-3142.5,19349.5,-59.0,14151.0,328.5,10392.5,-0.052247874,0.32949436,-0.04822067,0.17743461,-0.03898241,0.4115061,46.0,8567.0,-1944.0,20548.0,145.0,14355.0,299.0,10363.0,0.0,0.38174224,0.0,0.22565527,0.0,0.4504885,0.0,8521.0,0.0,22492.0,0.0,14210.0,0.0,10064.0,1,2.840607675678545,-73.63764370089375,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1027_0,0.0025172266,0.38319838,0.005729788,0.24750488,0.011127423,0.44227117,-287.0,7927.0,-166.0,20499.0,-253.0,12365.0,-128.5,9141.0,-0.015060205,0.36562094,-0.010449591,0.23132549,-0.010008744,0.421135,-168.5,8045.5,-913.0,19752.0,-287.5,12330.5,-94.0,9175.5,-0.014319104,0.36636204,-0.018236654,0.22353843,-0.016809436,0.4143343,51.5,8265.5,-704.5,19960.5,49.0,12667.0,-13.0,9256.5,0.0,0.38068116,0.0,0.24177508,0.0,0.43114373,0.0,8214.0,0.0,20665.0,0.0,12618.0,0.0,9269.5,1,-6.537534395944024,-53.28002273217715,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1028_0,0.041165452,0.32784835,0.03545137,0.19783486,0.024352107,0.38033828,-195.5,8096.5,576.5,18035.5,-503.0,12078.0,-549.5,9129.5,0.025523737,0.31220663,0.022480162,0.18486366,0.00980144,0.36578763,-211.5,8080.5,-57.5,17401.5,-609.5,11971.5,-558.0,9121.0,0.0463788,0.33306167,0.042451117,0.20483461,0.022523688,0.37850985,-180.0,8112.0,534.0,17993.0,-706.0,11875.0,-677.0,9002.0,0.0,0.28668287,0.0,0.16238348,0.0,0.35598618,0.0,8292.0,0.0,17459.0,0.0,12581.0,0.0,9679.0,1,-14.151295418027441,-59.53526155008662,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1029_0,-0.030701019,0.25559518,-0.03324823,0.11249669,-0.029109392,0.32588255,132.0,8550.0,-867.5,16816.5,230.5,13415.5,158.0,9970.0,-0.015591886,0.2707043,-0.012976193,0.13276874,-0.01244476,0.3425472,97.0,8515.0,-296.0,17388.0,127.0,13312.0,167.5,9979.5,-0.016831664,0.26946452,-0.010002829,0.1357421,-0.013704623,0.34128734,250.0,8668.0,-34.0,17650.0,246.0,13431.0,345.0,10157.0,0.0,0.2862962,0.0,0.14574492,0.0,0.35499194,0.0,8418.0,0.0,17684.0,0.0,13185.0,0.0,9812.0,1,-12.089392346387903,-51.65416189944923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1030_0,-0.013304612,0.35622346,-0.007047239,0.21225768,-0.014475689,0.42058843,-33.5,8015.0,-794.0,19651.0,-321.0,12769.5,-84.0,9328.0,0.02176816,0.39129624,0.024550786,0.2438557,0.020763725,0.45582786,322.5,8371.0,1950.0,22395.0,523.5,13614.0,386.0,9798.0,-0.01776387,0.3517642,-0.007759257,0.21154566,-0.020800266,0.41426387,-4.0,8044.5,-1021.5,19423.5,-450.0,12640.5,-97.5,9314.5,0.0,0.36952808,0.0,0.21930492,0.0,0.43506414,0.0,8048.5,0.0,20445.0,0.0,13090.5,0.0,9412.0,1,-3.762818146355646,-51.86571514885937,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1031_0,-0.02008836,0.2976786,-0.022830583,0.16670021,-0.019334083,0.3612873,93.0,8157.0,-590.0,17385.0,170.0,12417.0,103.0,9409.0,-0.0071184402,0.3106485,-0.0120145185,0.17751628,-0.013007095,0.36761427,22.0,8086.0,-488.0,17487.0,-32.5,12214.5,-108.5,9197.5,0.007945221,0.32571217,8.50958E-4,0.19038177,-2.4225251E-4,0.3803791,-47.5,8016.5,-116.0,17859.0,-100.5,12146.5,-222.5,9083.5,0.0,0.31776693,0.0,0.1895308,0.0,0.38062137,0.0,8064.0,0.0,17975.0,0.0,12247.0,0.0,9306.0,1,-13.066310217867883,-53.35224728102036,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1032_0,-5.5611057E-5,0.35614473,0.0014277771,0.21705131,-0.00438877,0.40452695,-12.0,8116.0,-231.0,19143.0,-186.0,12315.0,-108.5,9088.5,0.00773142,0.36393178,0.0057956665,0.2214192,0.0040478236,0.41296354,-106.0,8022.0,-65.5,19308.5,-193.0,12308.0,-192.5,9004.5,0.010506554,0.3667069,0.010443096,0.22606662,0.008414547,0.41733027,-97.5,8030.5,160.0,19534.0,-170.5,12330.5,-145.5,9051.5,0.0,0.35620034,0.0,0.21562353,0.0,0.40891573,0.0,8128.0,0.0,19374.0,0.0,12501.0,0.0,9197.0,1,-7.787719776853162,-72.2521720381962,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1033_0,-0.0035038549,0.28908768,-0.005287762,0.14100714,0.0059001218,0.35282418,-18.0,8135.0,190.0,17005.0,279.0,12802.0,175.5,9378.0,0.010864722,0.30345625,0.014125978,0.16042088,0.020196225,0.3671203,-61.0,8092.0,665.0,17480.0,124.0,12647.0,138.5,9341.0,0.01677675,0.30936828,0.018267157,0.16456206,0.012226175,0.35915023,22.0,8175.0,523.0,17338.0,-85.0,12438.0,-57.5,9145.0,0.0,0.2925915,0.0,0.1462949,0.0,0.34692407,0.0,8153.0,0.0,16815.0,0.0,12523.0,0.0,9202.5,1,-13.541429171638699,-53.720646379037774,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1034_0,-0.009802714,0.33509502,-0.016181553,0.21019281,-0.0111477105,0.37719178,44.0,8054.0,-371.5,17809.5,154.0,11623.0,13.5,8869.5,0.0075287377,0.35242647,0.0041529867,0.23052736,0.004120181,0.3924597,15.0,8025.0,212.0,18393.0,32.5,11501.5,-49.0,8807.0,-0.006104152,0.33879358,0.0010644093,0.22743878,-0.005886841,0.38245267,95.0,8105.0,-37.0,18144.0,-49.0,11420.0,105.0,8961.0,0.0,0.34489775,0.0,0.22637437,0.0,0.38833952,0.0,8010.0,0.0,18181.0,0.0,11469.0,0.0,8856.0,1,-13.170335127768924,-62.38085487559202,"{""type"":""MultiPoint"",""coordinates"":[]}"
